id,prompt,category,image_path,VQAScore,CLIPScore,model_vqa,model_clip,template,negation_flag
1332,"A person with a bright scarf, and no hat in the cold.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1332.png,0.1772405170672502,0.3342638313770294,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A person with a bright scarf, and no hat in the cold.""? Please answer yes or no.",True
205,"There are some apples on the table, no oranges.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/205.png,0.6428810108924662,0.2875597178936004,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""There are some apples on the table, no oranges.""? Please answer yes or no.",True
442,"A glass with no water, only ice melting.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/442.png,0.2579519588464173,0.2712649703025818,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A glass with no water, only ice melting.""? Please answer yes or no.",True
1298,a shoe rack without any red pairs of shoes on it.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1298.png,0.4263215925474903,0.300298124551773,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""a shoe rack without any red pairs of shoes on it.""? Please answer yes or no.",True
1265,"In a room, there is only a table, but no chairs.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1265.png,0.6104534687142686,0.289228230714798,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""In a room, there is only a table, but no chairs.""? Please answer yes or no.",True
1541,It's raining outside the house and a mother is instructing her two children in their studies; the child without a hat is more frustrated than the one with a hat.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1541.png,0.4780414772938761,0.2806176245212555,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""It's raining outside the house and a mother is instructing her two children in their studies; the child without a hat is more frustrated than the one with a hat.""? Please answer yes or no.",True
445,"A ball with no bounce, lying still.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/445.png,0.3191213844321177,0.2197089046239853,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A ball with no bounce, lying still.""? Please answer yes or no.",True
477,"A basket full of apples, but no oranges.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/477.png,0.5302364982911614,0.3101060688495636,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A basket full of apples, but no oranges.""? Please answer yes or no.",True
945,"Two LED table lamps on a table, the illuminated one closer to the edge of the table than the one not illuminated.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/945.png,0.596903176040698,0.3182713985443115,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Two LED table lamps on a table, the illuminated one closer to the edge of the table than the one not illuminated.""? Please answer yes or no.",True
449,A beach without any footprints in the sand.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/449.png,0.1812632068286301,0.2851307988166809,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A beach without any footprints in the sand.""? Please answer yes or no.",True
1515,A boy looks at an aquarium with no fish.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1515.png,0.1943678110187446,0.3219605088233948,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A boy looks at an aquarium with no fish.""? Please answer yes or no.",True
1485,A cartoon puppy with sunglasses and no necklace is singing into a microphone while another cartoon puppy with a hat and no sunglasses scores on a scoreboard.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1485.png,0.5520567688732461,0.3117021024227142,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A cartoon puppy with sunglasses and no necklace is singing into a microphone while another cartoon puppy with a hat and no sunglasses scores on a scoreboard.""? Please answer yes or no.",True
215,"A cat sleeps peacefully in a dog's bed, while the dog has no choice but to nap on the floor.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/215.png,0.3589146173018334,0.2882607281208038,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A cat sleeps peacefully in a dog's bed, while the dog has no choice but to nap on the floor.""? Please answer yes or no.",True
465,"A classroom full of students, but no teacher in sight.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/465.png,0.5693738350552698,0.3063742518424988,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A classroom full of students, but no teacher in sight.""? Please answer yes or no.",True
1353,"A man not riding a motorcycle, standing beside it in a leather jacket and jeans.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1353.png,0.7581526713451106,0.3199259340763092,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A man not riding a motorcycle, standing beside it in a leather jacket and jeans.""? Please answer yes or no.",True
1327,"On a wooden dining table, both the spoons and plates are made of wood, only the fork is not made of wood.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1327.png,0.5462540932143486,0.2855102717876434,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""On a wooden dining table, both the spoons and plates are made of wood, only the fork is not made of wood.""? Please answer yes or no.",True
1543,A group of spring breakers all without hats.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1543.png,0.3598139200382316,0.2765654027462005,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A group of spring breakers all without hats.""? Please answer yes or no.",True
478,"A row of houses with chimneys, but no smoke coming out.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/478.png,0.5865228501684575,0.2906756401062011,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A row of houses with chimneys, but no smoke coming out.""? Please answer yes or no.",True
190,"A yellow bird sings, a cat does not sing.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/190.png,0.4785288375393227,0.2968866527080536,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A yellow bird sings, a cat does not sing.""? Please answer yes or no.",True
1307,Two rowboats without paddles on the grass in the park.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1307.png,0.5053708871611445,0.3382570445537567,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Two rowboats without paddles on the grass in the park.""? Please answer yes or no.",True
186,A smiling girl with short hair and no glasses.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/186.png,0.670608279935473,0.3028812408447265,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A smiling girl with short hair and no glasses.""? Please answer yes or no.",True
188,"A bird with no feathers on its head, perched alone.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/188.png,0.5688948889236563,0.2745601832866668,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A bird with no feathers on its head, perched alone.""? Please answer yes or no.",True
923,A little boy with a ping pong paddle looks more excited than a little girl without one.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/923.png,0.591723240531882,0.3133731186389923,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A little boy with a ping pong paddle looks more excited than a little girl without one.""? Please answer yes or no.",True
481,"A snowy hill with children sledding, but no snowman in sight.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/481.png,0.5331544046668082,0.3168005645275116,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A snowy hill with children sledding, but no snowman in sight.""? Please answer yes or no.",True
1340,A dog in a jumping suit with no energy.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1340.png,0.196209412808702,0.3000504672527313,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A dog in a jumping suit with no energy.""? Please answer yes or no.",True
1317,A sandy beach without any soft towels spread out.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1317.png,0.4892594649820298,0.2741087973117828,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A sandy beach without any soft towels spread out.""? Please answer yes or no.",True
1480,Three students who are not wearing white are standing in front of four students who are wearing white.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1480.png,0.5073236949260119,0.2644298672676086,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Three students who are not wearing white are standing in front of four students who are wearing white.""? Please answer yes or no.",True
1579,"In a basket, there are many cauliflowers, all green except for the one in the middle, which is yellow.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1579.png,0.6215409097858048,0.3398906290531158,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""In a basket, there are many cauliflowers, all green except for the one in the middle, which is yellow.""? Please answer yes or no.",True
1403,"There's a cat near a sunny window, and it's not curled up napping.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1403.png,0.7541915394787424,0.2701697647571563,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""There's a cat near a sunny window, and it's not curled up napping.""? Please answer yes or no.",True
1461,A yellow felt box has no metallic blue spheres on the left side and has blue metallic spheres on the right side.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1461.png,0.5789243673122484,0.3560801148414612,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A yellow felt box has no metallic blue spheres on the left side and has blue metallic spheres on the right side.""? Please answer yes or no.",True
455,A playground with no children playing.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/455.png,0.4215518210658887,0.290061891078949,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A playground with no children playing.""? Please answer yes or no.",True
450,A forest where no animals can be seen.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/450.png,0.411110869232168,0.2914419174194336,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A forest where no animals can be seen.""? Please answer yes or no.",True
1356,"In a cozy bookstore, a woman is not browsing books.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1356.png,0.2605775779131141,0.3117028474807739,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""In a cozy bookstore, a woman is not browsing books.""? Please answer yes or no.",True
1309,a red harp without any strings.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1309.png,0.2901756223546958,0.338566780090332,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""a red harp without any strings.""? Please answer yes or no.",True
1311,A sunny park with no cheerful children playing.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1311.png,0.3849121444839335,0.2755141854286194,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A sunny park with no cheerful children playing.""? Please answer yes or no.",True
949,"A pile of skateboards is stacked together, with the only one not covered in graffiti placed on top.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/949.png,0.5688948889236563,0.3178626298904419,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A pile of skateboards is stacked together, with the only one not covered in graffiti placed on top.""? Please answer yes or no.",True
1404,A colorful fish swimming in water with no colorful coral.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1404.png,0.2654994208081732,0.3077882528305053,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A colorful fish swimming in water with no colorful coral.""? Please answer yes or no.",True
189,"A car, not red, without its front wheels, parked.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/189.png,0.0930168046688621,0.2795011699199676,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A car, not red, without its front wheels, parked.""? Please answer yes or no.",True
873,A clothed grizzly bear is fishing and another one without clothes is swimming in the river.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/873.png,0.458106263629476,0.3332292139530182,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A clothed grizzly bear is fishing and another one without clothes is swimming in the river.""? Please answer yes or no.",True
454,A clock with no hands to tell the time.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/454.png,0.3932685045639873,0.2994427680969238,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A clock with no hands to tell the time.""? Please answer yes or no.",True
